MAE_mean,MAE_std,MPIW_mean,MPIW_std,PICP_mean,PICP_std,PINAW_mean,PINAW_std,Pinball_Loss_mean,Pinball_Loss_std,R2_mean,R2_std,RMSE_mean,RMSE_std,delta_MAE,experiment,horizon,item,median_MAE_mean,median_MAE_std,model,relative_change_percent,sMAPE_mean,sMAPE_std,sample_count_per_seed,section,seed_count,split,variant
1.395775146533767,0.0084593880994161,,,,,,,,,0.9676982224424916,0.0003644682299228,2.883723202785041,0.0162949975228912,,,6,P1_pm2_5_only,,,P1_pm2_5_only_xgboost,,1.8499798427995648,0.010819933222931,13387.0,atmospheric_ablation,5.0,test,P1_pm2_5_only
1.0158772454645015,0.0062487181007655,,,,,,,,,0.976702971278218,6.140911926653074e-05,2.4542588064245896,0.0032350793311495,,,1,P2_aod_only,,,P2_aod_only_xgboost,,1.3350501443138203,0.006033187469546,13641.0,atmospheric_ablation,5.0,test,P2_aod_only
1.280483050641397,0.0124776730458553,,,,,,,,,0.9709648836597,0.0002966716156614,2.73606286747526,0.0139523346540554,,,3,P2_aod_only,,,P2_aod_only_xgboost,,1.694340434889294,0.0151879746601655,13539.0,atmospheric_ablation,5.0,test,P2_aod_only
1.3786920613737472,0.0132848210002825,,,,,,,,,0.968289976020546,0.0002350799265567,2.857207669223318,0.0105881607427474,,,6,P2_aod_only,,,P2_aod_only_xgboost,,1.8283340812778932,0.0153653302175062,13387.0,atmospheric_ablation,5.0,test,P2_aod_only
1.041525803300242,0.0074745315538987,,,,,,,,,0.9765125602759036,9.296724435674977e-05,2.4642658078606843,0.0048770404179361,,,1,P3_pm2_5_plus_aod,,,P3_pm2_5_plus_aod_xgboost,,1.3645390062668177,0.0079885102640082,13641.0,atmospheric_ablation,5.0,test,P3_pm2_5_plus_aod
1.289566320040866,0.0075935034135582,,,,,,,,,0.9708180331781792,0.0001643855777024,2.742993024386706,0.0077329940609686,,,3,P3_pm2_5_plus_aod,,,P3_pm2_5_plus_aod_xgboost,,1.703438674855003,0.0084843493846278,13539.0,atmospheric_ablation,5.0,test,P3_pm2_5_plus_aod
1.5327276137390389,0.0199887227994129,,,,,,,,,0.9645471004817328,0.0007916206284262,3.020995516456208,0.0337703792717083,,,6,P3_pm2_5_plus_aod,,,P3_pm2_5_plus_aod_xgboost,,1.990735726412422,0.0209428890580242,13387.0,atmospheric_ablation,5.0,test,P3_pm2_5_plus_aod
1.061809240476863,0.0092219241833344,,,,,,,,,0.9762381757893795,0.0001779276550189,2.4786079756418764,0.0092869867374639,,,1,P4_gaseous_pollutants,,,P4_gaseous_pollutants_xgboost,,1.3869772980531418,0.0098584892956624,13641.0,atmospheric_ablation,5.0,test,P4_gaseous_pollutants
1.271056516988123,0.0183967981438548,,,,,,,,,0.9701068877188992,0.0003509807120525,2.7761849443597466,0.0162832681764101,,,3,P4_gaseous_pollutants,,,P4_gaseous_pollutants_xgboost,,1.69093830320687,0.0215901649503814,13539.0,atmospheric_ablation,5.0,test,P4_gaseous_pollutants
1.31873762569996,0.003659800461223,,,,,,,,,0.9679645971260672,0.0002406374569848,2.8718288858583896,0.0107697843025634,,,6,P4_gaseous_pollutants,,,P4_gaseous_pollutants_xgboost,,1.7712485829996645,0.0064458779549327,13387.0,atmospheric_ablation,5.0,test,P4_gaseous_pollutants
